Title,Date
"Peaky Blinders: Temporada 1: Episodio 2","17/10/19"
"Breaking Bad: Temporada 3: Más","17/10/19"
"Narcos: Temporada 2: ¡Al fin cayó!","17/10/19"
"Breaking Bad: Temporada 3: Luz verde","17/10/19"
"Breaking Bad: Temporada 3: T. S. T.","16/10/19"
"Breaking Bad: Temporada 3: Caballo sin nombre","16/10/19"
"Narcos: Temporada 3: MRO","16/10/19"
"Breaking Bad: Temporada 3: No más","16/10/19"
"La mente, en pocas palabras: Temporada 1: Alucinógenos","16/10/19"
"Breaking Bad: Temporada 2: ABQ","16/10/19"
"How to Sell Drugs Online (Fast): Temporada 1: Si eres el más listo de la habitación, te equivocaste de habitación","16/10/19"
"Breaking Bad: Temporada 2: Phoenix","16/10/19"
"How to Sell Drugs Online (Fast): Temporada 1: Arriésgate en grande o no te arriesgues","16/10/19"
"How to Sell Drugs Online (Fast): Temporada 1: Si esta es la realidad, no me interesa","16/10/19"
"How to Sell Drugs Online (Fast): Temporada 1: El fracaso no es opción","16/10/19"
"How to Sell Drugs Online (Fast): Temporada 1: La vida no es justa, acostúmbrate a ello","16/10/19"
"Breaking Bad: Temporada 2: Mandala","16/10/19"
"Breaking Bad: Temporada 2: Terminado","15/10/19"
"How to Sell Drugs Online (Fast): Temporada 1: Nerd hoy, jefe mañana","15/10/19"
"Big Mouth: Temporada 3: Super Big Mouth","15/10/19"
"Big Mouth: Temporada 3: Acoso sexual, el musical","15/10/19"
"Breaking Bad: Temporada 2: Cuatro días afuera","15/10/19"
"Big Mouth: Temporada 3: Adderall","15/10/19"
"Big Mouth: Temporada 3: La lista","15/10/19"
"Breaking Bad: Temporada 2: ¡Llama a Saul!","15/10/19"
"Breaking Bad: Temporada 2: Negro y azul","15/10/19"
"Breaking Bad: Temporada 2: Cucú","15/10/19"
"Big Mouth: Temporada 3: Duke","15/10/19"
"Big Mouth: Temporada 3: Cómo tener un orgasmo","15/10/19"
"Big Mouth: Temporada 3: Florida","15/10/19"
"Breaking Bad: Temporada 2: Rotura","15/10/19"
"Breaking Bad: Temporada 2: Abajo","15/10/19"
"Breaking Bad: Temporada 2: Picadura de una abeja muerta","15/10/19"
"Big Mouth: Temporada 3: Obsesión","14/10/19"
"Big Mouth: Temporada 3: Ella","14/10/19"
"Breaking Bad: Temporada 2: A las brasas","14/10/19"
"Big Mouth: Temporada 3: Las chicas también se enojan","14/10/19"
"Breaking Bad: Temporada 2: Siete con treinta y siete","14/10/19"
"Breaking Bad: Temporada 1: Acuerdo no violento","14/10/19"
"Breaking Bad: Temporada 1: Un loco puñado de nada","14/10/19"
"Narcos: Temporada 3: Jaque mate","14/10/19"
"Breaking Bad: Temporada 1: Materia gris","14/10/19"
"Breaking Bad: Temporada 1: Cáncer","14/10/19"
"Narcos: Temporada 3: Sigue el dinero","14/10/19"
"Narcos: Temporada 3: La KGB de Cali","13/10/19"
"¿Quién *&$%! son los Miller?","13/10/19"
"Breaking Bad: Temporada 1: Y la bolsa en el río","13/10/19"
"Breaking Bad: Temporada 1: El gato en la bolsa","13/10/19"
"Breaking Bad: Temporada 1: Principio del fin","13/10/19"
"Narcos: Temporada 3: La estrategia del capo","13/10/19"
"Billions: Temporada 4: Arenero extremo","12/10/19"
"Billions: Temporada 4: Lamster","12/10/19"
"Narcos: Temporada 2: Nuestra finca","11/10/19"
"Narcos: Temporada 2: El patrón se va","11/10/19"
"Narcos: Temporada 2: Alemania, 1993","11/10/19"
"Narcos: Temporada 2: Los Pepes","11/10/19"
"","11/10/19"
"Narcos: Temporada 2: Los enemigos de mi enemigo","10/10/19"
"Narcos: Temporada 2: El bueno, el malo y el muerto","10/10/19"
"Dave Chappelle: Equanimity & The Bird Revelation: Colección: Dave Chappelle: The Bird Revelation","10/10/19"
"Narcos: Temporada 2: Nuestro hombre en Madrid","10/10/19"
"Desnudo","10/10/19"
"Narcos: Temporada 2: Cambalache","10/10/19"
"Narcos: Temporada 2: Al fin libre","9/10/19"
"Narcos: Temporada 1: Despegue","8/10/19"
"Narcos: Temporada 1: La catedral","8/10/19"
"Narcos: Temporada 1: La gran mentira","8/10/19"
"Rick y Morty: Temporada 1: Parque anatómico","7/10/19"
"Rick y Morty: Temporada 1: Invasión canina","7/10/19"
"Rick y Morty: Temporada 3: ABC de Beth","7/10/19"
"No es otra tonta película americana","6/10/19"
"Rick y Morty: Temporada 1: La simulación alienígena","4/10/19"
"Rick y Morty: Temporada 1: Cosas necesarias","4/10/19"
"Rick y Morty: Temporada 3: Cuentos de la Ciudadela","3/10/19"
"NOVA: Apocalipsis de agujeros negros","27/9/19"
"Big Mouth: Temporada 3: San Valentín grande y peludo","24/9/19"
"Big Mouth: Temporada 2: El Departamento de Pubertad","24/9/19"
"Big Mouth: Temporada 2: Besar o hablar","24/9/19"
"Big Mouth: Temporada 2: El lado oscuro de la teta","24/9/19"
"Big Mouth: Temporada 2: Pueblo de Hombres","23/9/19"
"Big Mouth: Temporada 2: Hermanos de droga","23/9/19"
"Big Mouth: Temporada 2: El show de Planned Parenthood","23/9/19"
"El maestro del dinero","23/9/19"
"El origen","23/9/19"
"(Des)encanto: Parte 2: La caída de Tiabeanie","23/9/19"
"(Des)encanto: Parte 2: La princesa eléctrica","23/9/19"
"(Des)encanto: Parte 2: De su puño y letra","23/9/19"
"(Des)encanto: Parte 2: El abrazo viscoso del amor","23/9/19"
"Big Mouth: Temporada 2: Steve, el virgen","23/9/19"
"Big Mouth: Temporada 2: El Hechicero de la Vergüenza","22/9/19"
"Big Mouth: Temporada 2: Tetas","22/9/19"
"Big Mouth: Temporada 2: ¿Soy normal?","22/9/19"
"Big Mouth: Temporada 1: El PornoVista","22/9/19"
"Big Mouth: Temporada 1: Sobreviví al bat mitzvah de Jessi","22/9/19"
"Born Strong","22/9/19"
"(Des)encanto: Parte 2: Misión en Dreamland","21/9/19"
"(Des)encanto: Parte 2: Nuestros cuerpos, nuestros elfos","21/9/19"
"(Des)encanto: Parte 2: El corazón solitario es un cazador","21/9/19"
"Big Mouth: Temporada 1: El bajacabezas","20/9/19"
"Big Mouth: Temporada 1: Réquiem por un sueño (húmedo)","20/9/19"
"(Des)encanto: Parte 2: La cosa esa","20/9/19"
"(Des)encanto: Parte 2: Escalera al infierno","20/9/19"
"(Des)encanto: Parte 2: La (des)encantadora","20/9/19"
"Cuestión de tiempo","15/9/19"
"Master of None: Temporada 1: Indios en televisión","11/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 15","3/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 14","3/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 13","2/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 12","2/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 11","2/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 10","2/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 9","2/9/19"
"Star Wars Rebels: Star Wars Rebels: Temporada 4: Episodio 1","2/9/19"
"Losing Sight of Shore","28/8/19"
"Froning: The Fittest Man in History","27/8/19"
"Last Chance U: INDY: Parte 2: La resaca","27/8/19"
"Vikingos: Temporada 4: Muerte alrededor","26/8/19"
"Vikingos: Temporada 4: Porte","26/8/19"
"Vikingos: Temporada 4: Beneficios y pérdidas","26/8/19"
"Vikingos: Temporada 4: Lo que podría haber sido","23/8/19"
"Vikingos: Temporada 4: Prometida","23/8/19"
"Vikingos: Temporada 4: El solsticio de invierno","22/8/19"
"Vikingos: Temporada 4: Clemencia","22/8/19"
"Euroviaje censurado","21/8/19"
"Vikingos: Temporada 4: Muerte a la reina","21/8/19"
"Vikingos: Temporada 4: Una buena traición","21/8/19"
"Vikingos: Temporada 3: Los muertos","21/8/19"
"Vikingos: Temporada 3: Punto de quiebra","21/8/19"
"Vikingos: Temporada 3: ¡A las puertas!","21/8/19"
"Last Chance U: INDY: Parte 2: Garden City","9/8/19"
"Last Chance U: INDY: Parte 2: Jugar de local","8/8/19"
"Last Chance U: INDY: Parte 2: Las cámaras no mienten","8/8/19"
"Last Chance U: INDY: Parte 2: Dream U","7/8/19"
"Last Chance U: EMCC: Parte 2: Medio equipo","7/8/19"
"Last Chance U: INDY: Parte 1: Polvo en el viento","7/8/19"
"Californication: Temporada 1: LOL","7/8/19"
"Californication: Temporada 1: Fear and Loathing at the Fundraiser","7/8/19"
"Californication: Temporada 1: The Whore Of Babylon","6/8/19"
"Californication: Temporada 1: Hell-A Woman","6/8/19"
"Last Chance U: INDY: Parte 1: Abracadabra","6/8/19"
"Californication: Temporada 1: Piloto","6/8/19"
"Last Chance U: INDY: Parte 1: Neewollah","6/8/19"
"Last Chance U: INDY: Parte 1: Otros estados","6/8/19"
"Amigos de armas","5/8/19"
"Unacknowledged","4/8/19"
"el Padre de la Novia","4/8/19"
"Last Chance U: INDY: Parte 1: Sal de aquí","4/8/19"
"Last Chance U: INDY: Parte 1: Los jugadores","4/8/19"
"Ciudad de Dios","3/8/19"
"Last Chance U: INDY: Parte 1: Trágate el orgullo","3/8/19"
"Son como niños 2","3/8/19"
"Billions: Temporada 4: Juego infinito","31/7/19"
"Billions: Temporada 4: Máxima profundidad recreativa","31/7/19"
"Vikingos: Temporada 3: Paris","31/7/19"
"Vikingos: Temporada 3: Vuelto a nacer","31/7/19"
"Vikingos: Temporada 3: El usurpador","31/7/19"
"Vikingos: Temporada 3: Marcado","30/7/19"
"Vikingos: Temporada 3: El destino del guerrero","30/7/19"
"Glee: Temporada 4: El rompimiento","26/7/19"
"Glee: Temporada 4: Cambio de imagen","26/7/19"
"Glee: Temporada 4: Britney 2.0","26/7/19"
"Glee: Temporada 4: La nueva Rachel","26/7/19"
"Glee: Temporada 3: Adiós","26/7/19"
"Glee: Temporada 3: Nacionales","26/7/19"
"Glee: Temporada 3: Utilería","26/7/19"
"Glee: Temporada 3: Bailesaurio","25/7/19"
"Glee: Temporada 3: Bailando","25/7/19"
"Glee: Temporada 3: Fiebre de sábado por Glee","25/7/19"
"Glee: Temporada 3: Parálisis","25/7/19"
"Glee: Temporada 3: Hermano mayor","25/7/19"
"Glee: Temporada 3: En camino","24/7/19"
"Glee: Temporada 3: Corazón","24/7/19"
"Billions: Temporada 4: Una despedida apropiada","21/7/19"
"Vikingos: Temporada 3: El descarriado","21/7/19"
"Glee: Temporada 3: El nuevo maestro","19/7/19"
"Billions: Temporada 4: La ventana Overton","19/7/19"
"Billions: Temporada 4: Pollolandia","19/7/19"
"Glee: Temporada 3: Michael","19/7/19"
"Vikingos: Temporada 3: Mercenario","19/7/19"
"Glee: Temporada 3: Sí/No","18/7/19"
"Glee: Temporada 3: Extraordinaria y feliz Navidad","18/7/19"
"Glee: Temporada 3: Aférrate a los dieciséis","18/7/19"
"Glee: Temporada 3: Besé a una chica","17/7/19"
"Glee: Temporada 3: Popurrí","17/7/19"
"Glee: Temporada 3: La primera vez","17/7/19"
"Vikingos: Temporada 2: El padre nuestro","17/7/19"
"Glee: Temporada 3: Olla de oro","17/7/19"
"Glee: Temporada 3: Cero oriental","17/7/19"
"Vikingos: Temporada 2: La elección","17/7/19"
"Glee: Temporada 3: Soy unicornio","17/7/19"
"Glee: Temporada 3: El proyecto Piano morado","17/7/19"
"Vikingos: Temporada 2: Deshuesado","17/7/19"
"Glee: Temporada 2: Nueva York","17/7/19"
"Glee: Temporada 2: Funeral","17/7/19"
"Glee: Temporada 2: Reina del baile","16/7/19"
"Glee: Temporada 2: Rumores","16/7/19"
"Billions: Temporada 4: Patrón de excitación","16/7/19"
"Billions: Temporada 4: El mejor juego de Chucky Rhoades","16/7/19"
"Vikingos: Temporada 2: Águila de sangre","16/7/19"
"Billions: Temporada 3: La jugada Elmsley","16/7/19"
"Vikingos: Temporada 2: Imperdonables","16/7/19"
"Glee: Temporada 2: Así nací","16/7/19"
"Billions: Temporada 3: Compensación","16/7/19"
"Billions: Temporada 3: Pago","16/7/19"
"Glee: Temporada 2: Noche de ignorados","16/7/19"
"Glee: Temporada 2: Canción original","16/7/19"
"Glee: Temporada 2: Sexy","16/7/19"
"Glee: Temporada 2: Échale la culpa al alcohol","16/7/19"
"Vikingos: Temporada 2: Respuestas en sangre","16/7/19"
"Glee: Temporada 2: El regreso","15/7/19"
"Billions: Temporada 3: Rompehielos","15/7/19"
"Billions: Temporada 3: Todos los Wilbury","15/7/19"
"Glee: Temporada 2: Tontas canciones de amor","15/7/19"
"Glee: Temporada 2: El baile de Sue Sylvester","15/7/19"
"Glee: Temporada 2: Una Navidad muy Glee","15/7/19"
"Vikingos: Temporada 2: Ojo por ojo","15/7/19"
"Glee: Temporada 2: Educación especial","15/7/19"
"Vikingos: Temporada 2: Traición","15/7/19"
"Glee: Temporada 2: Furt","15/7/19"
"Glee: Temporada 2: La sustituta","15/7/19"
"Glee: Temporada 2: Bésame","15/7/19"
"Vikingos: Temporada 2: Invasión","15/7/19"
"Glee: Temporada 2: El show de terror de Rocky","15/7/19"
"Glee: Temporada 2: Duetos","15/7/19"
"Vikingos: Temporada 2: Guerra entre hermanos","15/7/19"
"Glee: Temporada 2: Sándwich santo","14/7/19"
"Glee: Temporada 2: Britney/Brittany","14/7/19"
"Glee: Temporada 2: Audiciones","14/7/19"
"Glee: Temporada 1: El viaje a las regionales","14/7/19"
"Glee: Temporada 1: Funk","14/7/19"
"Glee: Temporada 1: Teatralidad","14/7/19"
"Glee: Temporada 1: Sigue soñando","14/7/19"
"Billions: Temporada 3: Usted no, Sr. Dake","13/7/19"
"Billions: Temporada 3: El tercer hortelano","12/7/19"
"Billions: Temporada 3: Falla en la Estrella de la Muerte","12/7/19"
"Glee: Temporada 1: Laringitis","12/7/19"
"Glee: Temporada 1: Mala reputación","12/7/19"
"Cuando nos conocimos","11/7/19"
"Designated Survivor: Temporada 3: #laverdadolasconsecuencias","7/7/19"
"Designated Survivor: Temporada 3: #indeciso","7/7/19"
"Designated Survivor: Temporada 3: #cagad*demiedo","7/7/19"
"Designated Survivor: Temporada 3: #identidad/crisis","7/7/19"
"Designated Survivor: Temporada 3: #nadapersonal","6/7/19"
"Designated Survivor: Temporada 3: #aquiénleimporta","6/7/19"
"Designated Survivor: Temporada 3: #hazhistoria","6/7/19"
"Designated Survivor: Temporada 3: #privacidad","6/7/19"
"Designated Survivor: Temporada 3: #efectodominó","6/7/19"
"Sueños de fuga","6/7/19"
"Designated Survivor: Temporada 3: #elsistemaestároto","3/7/19"
"Designated Survivor: Temporada 2: Corre","3/7/19"
"Designated Survivor: Temporada 2: Objetivo","3/7/19"
"Designated Survivor: Temporada 2: Interferencia","3/7/19"
"Designated Survivor: Temporada 2: Capacidades","3/7/19"
"Designated Survivor: Temporada 2: Kirkman en problemas","3/7/19"
"Designated Survivor: Temporada 2: Fuerza excesiva","3/7/19"
"Designated Survivor: Temporada 2: Consecuencias","3/7/19"
"Designated Survivor: Temporada 2: Cumbre","3/7/19"
"Designated Survivor: Temporada 2: En la oscuridad","3/7/19"
"Beats","23/6/19"
"(Des)encanto: Parte 1: La caída de Dreamland","21/6/19"
"(Des)encanto: Parte 1: Sé fiel-fo a ti mismo","15/6/19"
"(Des)encanto: Parte 1: Los límites de la inmortalidad","14/6/19"
"Happy!: Temporada 2: la guerra contra la pascua","11/6/19"
"(Des)encanto: Parte 1: Un gran gran amor","10/6/19"
"Black Mirror: Temporada 1: Toda tu historia","7/6/19"
"Novato","4/6/19"
"(Des)encanto: Parte 1: Pompa y repugnancia","4/6/19"
"(Des)encanto: Parte 1: Vocación mortal","3/6/19"
"El niño que domó el viento","2/6/19"
"(Des)encanto: Parte 1: La fiesta roja","29/5/19"
"(Des)encanto: Parte 1: El lado oscuro de la princesa","22/5/19"
"El método Kominsky: Temporada 1: Capítulo 1: Un actor evita","22/5/19"
"The Umbrella Academy: Temporada 1: Solo nos vemos en los casamientos o velorios","22/5/19"
"Lucifer: Temporada 1: Piloto","22/5/19"
"Dark: Temporada 1: Secretos","20/5/19"
"(Des)encanto: Parte 1: Por quién gruñe el cerdo","18/5/19"
"(Des)encanto: Parte 1: Una princesa, un elfo y un demonio entran a un bar","18/5/19"
"Jackass: La película","13/5/19"
"Friends: Temporada 1: Las doce lasagnas","12/5/19"
"Nuestro planeta: Temporada 1: Agua dulce","9/5/19"
"Set It Up: El plan imperfecto","7/5/19"
"That '70s Show: Temporada 6: A Legal Matter","3/5/19"
"That '70s Show: Temporada 6: Young Man Blues","3/5/19"
"That '70s Show: Temporada 6: I'm a Boy","3/5/19"
"That '70s Show: Temporada 6: Christmas","1/5/19"
"That '70s Show: Temporada 6: We're Not Gonna Take It","1/5/19"
"El paquete","1/5/19"
"That '70s Show: Temporada 6: I'm Free","1/5/19"
"That '70s Show: Temporada 6: The Acid Queen","1/5/19"
"That '70s Show: Temporada 6: Magic Bus","1/5/19"
"That '70s Show: Temporada 6: Join Together","1/5/19"
"That '70s Show: Temporada 6: The Kids Are Alright","30/4/19"
"That '70s Show: Temporada 5: Celebration Day","30/4/19"
"That '70s Show: Temporada 5: Immigrant Song","30/4/19"
"That '70s Show: Temporada 5: Nobody's Fault But Mine","30/4/19"
"That '70s Show: Temporada 5: You Shook Me","30/4/19"
"That '70s Show: Temporada 5: Trampled Under Foot","30/4/19"
"That '70s Show: Temporada 5: No Quarter","29/4/19"
"That '70s Show: Temporada 5: Bring It on Home","29/4/19"
"That '70s Show: Temporada 5: Hey, Hey What Can I Do?","29/4/19"
"That '70s Show: Temporada 5: The Battle of Evermore","29/4/19"
"That '70s Show: Temporada 5: Whole Lotta Love","29/4/19"
"That '70s Show: Temporada 5: When the Levee Breaks","29/4/19"
"That '70s Show: Temporada 5: Babe I'm Gonna Leave You","29/4/19"
"That '70s Show: Temporada 5: Your Time Is Gonna Come","29/4/19"
"That '70s Show: Temporada 5: Misty Mountain Hop","29/4/19"
"That '70s Show: Temporada 5: The Girl I Love","29/4/19"
"That '70s Show: Temporada 5: The Crunge","29/4/19"
"That '70s Show: Temporada 5: Black Dog","29/4/19"
"That '70s Show: Temporada 5: Thank You","29/4/19"
"That '70s Show: Temporada 5: Hot Dog","29/4/19"
"That '70s Show: Temporada 5: Over the Hills and Far Away","29/4/19"
"That '70s Show: Temporada 5: Ramble On","29/4/19"
"That '70s Show: Temporada 5: Heartbreaker","29/4/19"
"That '70s Show: Temporada 5: What Is and What Should Never Be","28/4/19"
"That '70s Show: Temporada 5: I Can't Quit You Baby","28/4/19"
"That '70s Show: Temporada 5: Going to California","28/4/19"
"That '70s Show: Temporada 4: Amor al estilo Wisconsin","27/4/19"
"That '70s Show: Temporada 4: Todos quieren a Casey","27/4/19"
"That '70s Show: Temporada 4: La falsa alarma de Eric","27/4/19"
"That '70s Show: Temporada 4: El musical de los 70","27/4/19"
"That '70s Show: Temporada 4: El cumpleaños de Hyde","27/4/19"
"That '70s Show: Temporada 4: Eric y el corvette","26/4/19"
"American Pie presenta: Una carrera al desnudo","21/4/19"
"13 Reasons Why: Temporada 1: Casete siete, lado A","20/4/19"
"13 Reasons Why: Temporada 1: Casete seis, lado B","20/4/19"
"13 Reasons Why: Temporada 1: Casete seis, lado A","20/4/19"
"13 Reasons Why: Temporada 1: Casete cinco, lado B","20/4/19"
"13 Reasons Why: Temporada 1: Casete cinco, lado A","20/4/19"
"13 Reasons Why: Temporada 1: Casete cuatro, lado B","20/4/19"
"13 Reasons Why: Temporada 1: Casete cuatro, lado A","19/4/19"
"13 Reasons Why: Temporada 1: Casete tres, lado B","19/4/19"
"13 Reasons Why: Temporada 1: Casete tres, lado A","19/4/19"
"13 Reasons Why: Temporada 1: Casete dos, lado B","19/4/19"
"13 Reasons Why: Temporada 1: Casete dos, lado A","19/4/19"
"13 Reasons Why: Temporada 1: Casete uno, lado B","19/4/19"
"13 Reasons Why: Temporada 1: Casete uno, lado A","18/4/19"
"En pocas palabras: Temporada 1: Vida extraterrestre","18/4/19"
"Revancha","15/4/19"
"Invencible","14/4/19"
"Sebastian Maniscalco: Quédate con hambre","14/4/19"
"The Standups: Temporada 2: Joe List","14/4/19"
"One Strange Rock: Temporada 1: Bocanada","14/4/19"
"Antoine Griezmann: Nace una leyenda","14/4/19"
"Mi abuelo es un peligro","11/4/19"
"Sherlock: Temporada 4: The Final Problem","2/4/19"
"Sherlock: Temporada 4: El detective mentiroso","2/4/19"
"Millennials: Temporada 1: Episodio 11","23/3/19"
"Millennials: Temporada 1: Episodio 10","23/3/19"
"Millennials: Temporada 1: Episodio 9","23/3/19"
"Millennials: Temporada 1: Episodio 8","23/3/19"
"Millennials: Temporada 1: Episodio 7","22/3/19"
"Millennials: Temporada 1: Episodio 6","22/3/19"
"Millennials: Temporada 1: Episodio 5","22/3/19"
"Millennials: Temporada 1: Episodio 4","22/3/19"
"Millennials: Temporada 1: Episodio 3","22/3/19"
"Millennials: Temporada 1: Episodio 2","22/3/19"
"Millennials: Temporada 1: Episodio 1","21/3/19"
"Love, Death & Robots: Volumen 1: LA VENTAJA DE SONNIE","21/3/19"
"En pocas palabras: Temporada 1: Por qué las mujeres ganan menos","17/3/19"
"Yucatán","25/2/19"
"The Discovery","21/2/19"
"En pocas palabras: Temporada 1: El orgasmo femenino","19/2/19"
"Billions: Temporada 3: Una larga vida","15/2/19"
"Billions: Temporada 3: Demasiado tarde","15/2/19"
"Billions: Temporada 3: Es otra María González","15/2/19"
"Billions: Temporada 3: El único que puede empatar es el corredor","15/2/19"
"Billions: Temporada 2: Bola en mano","14/2/19"
"Billions: Temporada 2: La hora de la rana de oro","14/2/19"
"Billions: Temporada 2: Con o sin ti","14/2/19"
"Billions: Temporada 2: Sic Transit Imperium","14/2/19"
"Hasta el hueso","12/2/19"
"Star Wars: El ataque de los clones","11/2/19"
"That '70s Show: Temporada 4: El Día de las Bromas","11/2/19"
